x_m,r_m,Ma,P0_Pa,P_Pa,T_K,Re,Cf
0.000000,0.060000,0.039700,5000000.000,4995492.394,2999.658,7.233e+05,0.002712
0.000192,0.059668,0.040145,4999999.922,4995390.898,2999.651,7.274e+05,0.002709
0.000384,0.059335,0.040597,4999999.841,4995286.530,2999.643,7.314e+05,0.002705
0.000576,0.059003,0.041056,4999999.759,4995179.191,2999.635,7.355e+05,0.002701
0.000768,0.058670,0.041524,4999999.674,4995068.778,2999.626,7.397e+05,0.002697
0.000960,0.058338,0.041999,4999999.587,4994955.187,2999.618,7.439e+05,0.002693
0.001152,0.058005,0.042483,4999999.498,4994838.305,2999.609,7.482e+05,0.002690
0.001343,0.057673,0.042975,4999999.406,4994718.019,2999.600,7.525e+05,0.002686
0.001535,0.057341,0.043476,4999999.311,4994594.207,2999.590,7.569e+05,0.002682
0.001727,0.057008,0.043985,4999999.214,4994466.746,2999.581,7.613e+05,0.002678
0.001919,0.056676,0.044504,4999999.114,4994335.505,2999.571,7.657e+05,0.002674
0.002111,0.056343,0.045032,4999999.012,4994200.349,2999.560,7.703e+05,0.002670
0.002303,0.056011,0.045569,4999998.906,4994061.136,2999.550,7.748e+05,0.002666
0.002495,0.055678,0.046116,4999998.798,4993917.720,2999.539,7.795e+05,0.002662
0.002687,0.055346,0.046673,4999998.686,4993769.947,2999.528,7.841e+05,0.002658
0.002879,0.055014,0.047240,4999998.571,4993617.657,2999.516,7.889e+05,0.002654
0.003071,0.054681,0.047817,4999998.453,4993460.683,2999.504,7.937e+05,0.002650
0.003263,0.054349,0.048406,4999998.331,4993298.850,2999.492,7.985e+05,0.002646
0.003455,0.054016,0.049005,4999998.206,4993131.978,2999.479,8.034e+05,0.002642
0.003647,0.053684,0.049615,4999998.077,4992959.875,2999.466,8.084e+05,0.002638
0.003839,0.053352,0.050237,4999997.944,4992782.345,2999.453,8.135e+05,0.002634
0.004030,0.053019,0.050871,4999997.807,4992599.180,2999.439,8.186e+05,0.002630
0.004222,0.052687,0.051516,4999997.666,4992410.163,2999.425,8.237e+05,0.002626
0.004414,0.052354,0.052175,4999997.521,4992215.068,2999.410,8.290e+05,0.002621
0.004606,0.052022,0.052846,4999997.371,4992013.660,2999.395,8.343e+05,0.002617
0.004798,0.051689,0.053530,4999997.217,4991805.690,2999.379,8.396e+05,0.002613
0.004990,0.051357,0.054227,4999997.058,4991590.900,2999.363,8.450e+05,0.002609
0.005182,0.051025,0.054938,4999996.894,4991369.020,2999.346,8.506e+05,0.002605
0.005374,0.050692,0.055663,4999996.724,4991139.766,2999.328,8.561e+05,0.002600
0.005566,0.050360,0.056403,4999996.550,4990902.841,2999.310,8.618e+05,0.002596
0.005758,0.050027,0.057158,4999996.370,4990657.936,2999.292,8.675e+05,0.002592
0.005950,0.049695,0.057928,4999996.184,4990404.724,2999.273,8.733e+05,0.002588
0.006142,0.049362,0.058714,4999995.992,4990142.864,2999.253,8.792e+05,0.002583
0.006334,0.049030,0.059516,4999995.794,4989871.999,2999.232,8.852e+05,0.002579
0.006525,0.048698,0.060334,4999995.589,4989591.754,2999.211,8.912e+05,0.002574
0.006717,0.048365,0.061170,4999995.378,4989301.735,2999.189,8.973e+05,0.002570
0.006909,0.048033,0.062023,4999995.159,4989001.530,2999.166,9.035e+05,0.002566
0.007101,0.047700,0.062894,4999994.934,4988690.705,2999.143,9.098e+05,0.002561
0.007293,0.047368,0.063784,4999994.700,4988368.804,2999.118,9.162e+05,0.002557
0.007485,0.047035,0.064692,4999994.459,4988035.351,2999.093,9.227e+05,0.002552
0.007677,0.046703,0.065621,4999994.210,4987689.841,2999.067,9.293e+05,0.002548
0.007869,0.046371,0.066570,4999993.952,4987331.748,2999.039,9.359e+05,0.002543
0.008061,0.046038,0.067539,4999993.685,4986960.515,2999.011,9.427e+05,0.002539
0.008253,0.045706,0.068530,4999993.409,4986575.558,2998.982,9.495e+05,0.002534
0.008445,0.045373,0.069543,4999993.123,4986176.262,2998.952,9.565e+05,0.002529
0.008637,0.045041,0.070579,4999992.826,4985761.979,2998.920,9.635e+05,0.002525
0.008829,0.044708,0.071638,4999992.520,4985332.026,2998.888,9.707e+05,0.002520
0.009020,0.044376,0.072722,4999992.202,4984885.686,2998.854,9.780e+05,0.002515
0.009212,0.044044,0.073830,4999991.873,4984422.200,2998.819,9.854e+05,0.002511
0.009404,0.043711,0.074964,4999991.532,4983940.768,2998.782,9.929e+05,0.002506
0.009596,0.043379,0.076124,4999991.178,4983440.549,2998.744,1.000e+06,0.002501
0.009788,0.043046,0.077312,4999990.811,4982920.651,2998.704,1.008e+06,0.002496
0.009980,0.042714,0.078528,4999990.430,4982380.135,2998.663,1.016e+06,0.002491
0.010172,0.042382,0.079773,4999990.035,4981818.007,2998.621,1.024e+06,0.002487
0.010364,0.042049,0.081049,4999989.625,4981233.220,2998.576,1.032e+06,0.002482
0.010556,0.041717,0.082355,4999989.199,4980624.662,2998.530,1.040e+06,0.002477
0.010748,0.041384,0.083693,4999988.757,4979991.160,2998.482,1.049e+06,0.002472
0.010940,0.041052,0.085065,4999988.297,4979331.471,2998.432,1.057e+06,0.002467
0.011132,0.040719,0.086470,4999987.820,4978644.281,2998.380,1.066e+06,0.002462
0.011324,0.040387,0.087912,4999987.323,4977928.193,2998.325,1.075e+06,0.002457
0.011516,0.040055,0.089389,4999986.807,4977181.732,2998.268,1.084e+06,0.002452
0.011707,0.039722,0.090905,4999986.270,4976403.330,2998.209,1.093e+06,0.002447
0.011899,0.039390,0.092460,4999985.711,4975591.324,2998.147,1.102e+06,0.002441
0.012091,0.039057,0.094056,4999985.129,4974743.949,2998.083,1.111e+06,0.002436
0.012283,0.038725,0.095693,4999984.522,4973859.328,2998.016,1.121e+06,0.002431
0.012475,0.038392,0.097375,4999983.891,4972935.469,2997.945,1.130e+06,0.002426
0.012667,0.038060,0.099101,4999983.233,4971970.252,2997.872,1.140e+06,0.002421
0.012859,0.037728,0.100874,4999982.547,4970961.420,2997.795,1.150e+06,0.002415
0.013051,0.037395,0.102696,4999981.831,4969906.573,2997.715,1.161e+06,0.002410
0.013243,0.037063,0.104568,4999981.085,4968803.150,2997.631,1.171e+06,0.002405
0.013435,0.036730,0.106493,4999980.306,4967648.425,2997.543,1.182e+06,0.002399
0.013627,0.036398,0.108472,4999979.492,4966439.485,2997.451,1.192e+06,0.002394
0.013819,0.036065,0.110507,4999978.642,4965173.226,2997.354,1.203e+06,0.002388
0.014011,0.035733,0.112601,4999977.754,4963846.329,2997.253,1.215e+06,0.002383
0.014202,0.035401,0.114755,4999976.825,4962455.246,2997.147,1.226e+06,0.002377
0.014394,0.035068,0.116973,4999975.854,4960996.185,2997.036,1.238e+06,0.002372
0.014586,0.034736,0.119258,4999974.838,4959465.082,2996.919,1.249e+06,0.002366
0.014778,0.034403,0.121610,4999973.774,4957857.589,2996.797,1.261e+06,0.002360
0.014970,0.034071,0.124034,4999972.660,4956169.041,2996.668,1.274e+06,0.002355
0.015162,0.033738,0.126533,4999971.492,4954394.434,2996.532,1.286e+06,0.002349
0.015354,0.033406,0.129109,4999970.268,4952528.395,2996.390,1.299e+06,0.002343
0.015546,0.033074,0.131767,4999968.984,4950565.151,2996.240,1.312e+06,0.002337
0.015738,0.032741,0.134509,4999967.636,4948498.492,2996.082,1.326e+06,0.002331
0.015930,0.032409,0.137339,4999966.221,4946321.733,2995.916,1.339e+06,0.002325
0.016122,0.032076,0.140261,4999964.735,4944027.671,2995.740,1.353e+06,0.002319
0.016314,0.031744,0.143280,4999963.172,4941608.539,2995.555,1.367e+06,0.002313
0.016506,0.031412,0.146399,4999961.529,4939055.953,2995.360,1.382e+06,0.002307
0.016697,0.031079,0.149624,4999959.800,4936360.853,2995.153,1.396e+06,0.002301
0.016889,0.030747,0.152960,4999957.980,4933513.440,2994.935,1.411e+06,0.002295
0.017081,0.030414,0.156411,4999956.062,4930503.102,2994.705,1.427e+06,0.002289
0.017273,0.030082,0.159984,4999954.040,4927318.340,2994.460,1.443e+06,0.002282
0.017465,0.029749,0.163684,4999951.907,4923946.673,2994.202,1.459e+06,0.002276
0.017657,0.029417,0.167518,4999949.655,4920374.542,2993.927,1.475e+06,0.002270
0.017849,0.029085,0.171493,4999947.277,4916587.199,2993.636,1.492e+06,0.002263
0.018041,0.028752,0.175615,4999944.764,4912568.580,2993.327,1.509e+06,0.002257
0.018233,0.028420,0.179894,4999942.105,4908301.168,2992.999,1.527e+06,0.002250
0.018425,0.028087,0.184337,4999939.291,4903765.834,2992.650,1.545e+06,0.002244
0.018617,0.027755,0.188953,4999936.310,4898941.660,2992.278,1.564e+06,0.002237
0.018809,0.027422,0.193752,4999933.149,4893805.734,2991.882,1.583e+06,0.002230
0.019001,0.027090,0.198745,4999929.796,4888332.927,2991.459,1.602e+06,0.002223
0.019010,0.027074,0.198986,4999929.627,4888064.562,2991.439,1.603e+06,0.002223
0.019110,0.026903,0.201642,4999927.767,4885096.528,2991.209,1.613e+06,0.002220
0.019210,0.026735,0.204300,4999925.847,4882087.257,2990.977,1.623e+06,0.002216
0.019310,0.026570,0.206963,4999923.867,4879035.973,2990.741,1.633e+06,0.002213
0.019410,0.026409,0.209631,4999921.826,4875941.915,2990.501,1.643e+06,0.002209
0.019510,0.026250,0.212303,4999919.722,4872804.338,2990.258,1.653e+06,0.002206
0.019610,0.026094,0.214981,4999917.554,4869622.512,2990.012,1.663e+06,0.002203
0.019710,0.025940,0.217666,4999915.322,4866395.719,2989.762,1.673e+06,0.002199
0.019810,0.025790,0.220357,4999913.023,4863123.250,2989.508,1.683e+06,0.002196
0.019910,0.025641,0.223055,4999910.657,4859804.409,2989.250,1.693e+06,0.002193
0.020010,0.025496,0.225760,4999908.222,4856438.507,2988.989,1.702e+06,0.002190
0.020110,0.025352,0.228473,4999905.716,4853024.863,2988.723,1.712e+06,0.002187
0.020210,0.025211,0.231195,4999903.140,4849562.803,2988.454,1.721e+06,0.002184
0.020310,0.025072,0.233924,4999900.490,4846051.661,2988.181,1.731e+06,0.002181
0.020410,0.024935,0.236663,4999897.766,4842490.774,2987.904,1.740e+06,0.002178
0.020510,0.024800,0.239410,4999894.967,4838879.487,2987.623,1.750e+06,0.002175
0.020610,0.024667,0.242167,4999892.090,4835217.149,2987.337,1.759e+06,0.002172
0.020710,0.024536,0.244933,4999889.135,4831503.112,2987.047,1.769e+06,0.002169
0.020810,0.024407,0.247709,4999886.101,4827736.734,2986.753,1.778e+06,0.002166
0.020910,0.024280,0.250495,4999882.984,4823917.376,2986.455,1.787e+06,0.002163
0.021010,0.024155,0.253292,4999879.785,4820044.402,2986.152,1.797e+06,0.002161
0.021110,0.024031,0.256099,4999876.501,4816117.179,2985.845,1.806e+06,0.002158
0.021210,0.023910,0.258916,4999873.131,4812135.080,2985.534,1.815e+06,0.002155
0.021310,0.023789,0.261745,4999869.673,4808097.476,2985.217,1.824e+06,0.002152
0.021410,0.023671,0.264585,4999866.126,4804003.745,2984.897,1.833e+06,0.002150
0.021510,0.023554,0.267436,4999862.488,4799853.266,2984.571,1.843e+06,0.002147
0.021610,0.023438,0.270298,4999858.757,4795645.420,2984.241,1.852e+06,0.002144
0.021710,0.023324,0.273172,4999854.932,4791379.590,2983.906,1.861e+06,0.002142
0.021810,0.023212,0.276058,4999851.011,4787055.165,2983.566,1.870e+06,0.002139
0.021910,0.023101,0.278956,4999846.992,4782671.531,2983.221,1.879e+06,0.002137
0.022010,0.022991,0.281866,4999842.873,4778228.081,2982.871,1.888e+06,0.002134
0.022110,0.022883,0.284788,4999838.653,4773724.208,2982.516,1.896e+06,0.002132
0.022210,0.022776,0.287723,4999834.330,4769159.308,2982.156,1.905e+06,0.002129
0.022310,0.022671,0.290670,4999829.901,4764532.778,2981.791,1.914e+06,0.002127
0.022410,0.022567,0.293630,4999825.366,4759844.019,2981.420,1.923e+06,0.002124
0.022510,0.022464,0.296603,4999820.722,4755092.435,2981.044,1.932e+06,0.002122
0.022610,0.022362,0.299588,4999815.967,4750277.430,2980.663,1.941e+06,0.002119
0.022710,0.022262,0.302587,4999811.100,4745398.413,2980.277,1.949e+06,0.002117
0.022810,0.022163,0.305599,4999806.117,4740454.794,2979.885,1.958e+06,0.002115
0.022910,0.022065,0.308624,4999801.018,4735445.986,2979.487,1.967e+06,0.002112
0.023010,0.021968,0.311663,4999795.801,4730371.406,2979.084,1.975e+06,0.002110
0.023110,0.021872,0.314714,4999790.462,4725230.472,2978.676,1.984e+06,0.002108
0.023210,0.021778,0.317780,4999785.001,4720022.607,2978.261,1.993e+06,0.002105
0.023310,0.021684,0.320859,4999779.414,4714747.234,2977.841,2.001e+06,0.002103
0.023410,0.021592,0.323952,4999773.700,4709403.783,2977.415,2.010e+06,0.002101
0.023510,0.021501,0.327059,4999767.857,4703991.684,2976.983,2.018e+06,0.002099
0.023610,0.021411,0.330180,4999761.883,4698510.372,2976.545,2.027e+06,0.002096
0.023710,0.021322,0.333315,4999755.774,4692959.286,2976.101,2.035e+06,0.002094
0.023810,0.021234,0.336464,4999749.530,4687337.867,2975.651,2.044e+06,0.002092
0.023910,0.021146,0.339627,4999743.147,4681645.561,2975.195,2.052e+06,0.002090
0.024010,0.021060,0.342805,4999736.624,4675881.818,2974.733,2.061e+06,0.002088
0.024110,0.020975,0.345996,4999729.957,4670046.091,2974.264,2.069e+06,0.002086
0.024210,0.020891,0.349203,4999723.145,4664137.840,2973.789,2.077e+06,0.002084
0.024310,0.020808,0.352424,4999716.186,4658156.525,2973.308,2.086e+06,0.002081
0.024410,0.020726,0.355659,4999709.076,4652101.614,2972.820,2.094e+06,0.002079
0.024510,0.020644,0.358909,4999701.814,4645972.578,2972.325,2.102e+06,0.002077
0.024610,0.020564,0.362174,4999694.396,4639768.895,2971.824,2.110e+06,0.002075
0.024710,0.020484,0.365453,4999686.821,4633490.046,2971.317,2.119e+06,0.002073
0.024810,0.020406,0.368748,4999679.085,4627135.517,2970.802,2.127e+06,0.002071
0.024910,0.020328,0.372057,4999671.187,4620704.800,2970.281,2.135e+06,0.002069
0.025010,0.020251,0.375381,4999663.123,4614197.394,2969.753,2.143e+06,0.002067
0.025110,0.020175,0.378720,4999654.891,4607612.802,2969.218,2.151e+06,0.002065
0.025210,0.020100,0.382074,4999646.489,4600950.533,2968.676,2.159e+06,0.002064
0.025310,0.020026,0.385444,4999637.913,4594210.103,2968.127,2.167e+06,0.002062
0.025410,0.019952,0.388828,4999629.160,4587391.033,2967.571,2.175e+06,0.002060
0.025510,0.019880,0.392228,4999620.229,4580492.852,2967.008,2.183e+06,0.002058
0.025610,0.019808,0.395643,4999611.116,4573515.095,2966.437,2.191e+06,0.002056
0.025710,0.019737,0.399074,4999601.818,4566457.304,2965.859,2.199e+06,0.002054
0.025810,0.019666,0.402519,4999592.333,4559319.027,2965.274,2.207e+06,0.002052
0.025910,0.019597,0.405980,4999582.658,4552099.821,2964.681,2.214e+06,0.002051
0.026010,0.019528,0.409457,4999572.789,4544799.249,2964.081,2.222e+06,0.002049
0.026110,0.019460,0.412949,4999562.725,4537416.882,2963.473,2.230e+06,0.002047
0.026210,0.019393,0.416456,4999552.461,4529952.300,2962.858,2.238e+06,0.002045
0.026310,0.019327,0.419980,4999541.994,4522405.089,2962.235,2.245e+06,0.002043
0.026410,0.019261,0.423518,4999531.323,4514774.845,2961.604,2.253e+06,0.002042
0.026510,0.019196,0.427073,4999520.443,4507061.173,2960.965,2.261e+06,0.002040
0.026610,0.019132,0.430643,4999509.352,4499263.684,2960.318,2.268e+06,0.002038
0.026710,0.019068,0.434228,4999498.046,4491381.999,2959.664,2.276e+06,0.002037
0.026810,0.019005,0.437830,4999486.523,4483415.750,2959.001,2.283e+06,0.002035
0.026910,0.018943,0.441447,4999474.778,4475364.576,2958.330,2.291e+06,0.002033
0.027010,0.018882,0.445080,4999462.809,4467228.126,2957.651,2.298e+06,0.002032
0.027110,0.018821,0.448728,4999450.613,4459006.059,2956.964,2.306e+06,0.002030
0.027210,0.018761,0.452393,4999438.186,4450698.045,2956.269,2.313e+06,0.002028
0.027310,0.018702,0.456073,4999425.526,4442303.761,2955.565,2.320e+06,0.002027
0.027410,0.018643,0.459770,4999412.627,4433822.897,2954.852,2.328e+06,0.002025
0.027510,0.018585,0.463482,4999399.488,4425255.154,2954.132,2.335e+06,0.002024
0.027610,0.018528,0.467210,4999386.105,4416600.240,2953.402,2.342e+06,0.002022
0.027710,0.018471,0.470954,4999372.474,4407857.879,2952.664,2.349e+06,0.002020
0.027810,0.018415,0.474714,4999358.591,4399027.802,2951.918,2.356e+06,0.002019
0.027910,0.018360,0.478490,4999344.454,4390109.753,2951.162,2.364e+06,0.002017
0.028010,0.018305,0.482282,4999330.059,4381103.488,2950.398,2.371e+06,0.002016
0.028110,0.018251,0.486090,4999315.402,4372008.774,2949.625,2.378e+06,0.002014
0.028210,0.018197,0.489914,4999300.480,4362825.390,2948.843,2.385e+06,0.002013
0.028310,0.018145,0.493754,4999285.288,4353553.127,2948.051,2.392e+06,0.002011
0.028410,0.018092,0.497610,4999269.824,4344191.789,2947.251,2.398e+06,0.002010
0.028510,0.018041,0.501482,4999254.083,4334741.192,2946.442,2.405e+06,0.002009
0.028610,0.017990,0.505370,4999238.062,4325201.165,2945.623,2.412e+06,0.002007
0.028710,0.017939,0.509274,4999221.758,4315571.549,2944.795,2.419e+06,0.002006
0.028810,0.017889,0.513194,4999205.165,4305852.200,2943.958,2.426e+06,0.002004
0.028910,0.017840,0.517131,4999188.281,4296042.986,2943.111,2.432e+06,0.002003
0.029010,0.017792,0.521083,4999171.101,4286143.788,2942.255,2.439e+06,0.002002
0.029110,0.017744,0.525052,4999153.623,4276154.502,2941.390,2.445e+06,0.002000
0.029210,0.017696,0.529036,4999135.841,4266075.037,2940.514,2.452e+06,0.001999
0.029310,0.017649,0.533037,4999117.752,4255905.316,2939.629,2.459e+06,0.001998
0.029410,0.017603,0.537054,4999099.351,4245645.276,2938.735,2.465e+06,0.001996
0.029510,0.017557,0.541087,4999080.636,4235294.870,2937.830,2.471e+06,0.001995
0.029610,0.017512,0.545136,4999061.601,4224854.064,2936.916,2.478e+06,0.001994
0.029710,0.017468,0.549201,4999042.244,4214322.838,2935.992,2.484e+06,0.001992
0.029810,0.017424,0.553282,4999022.559,4203701.190,2935.058,2.490e+06,0.001991
0.029910,0.017380,0.557379,4999002.542,4192989.129,2934.113,2.497e+06,0.001990
0.030010,0.017337,0.561493,4998982.190,4182186.682,2933.159,2.503e+06,0.001989
0.030110,0.017295,0.565622,4998961.498,4171293.891,2932.195,2.509e+06,0.001988
0.030210,0.017253,0.569768,4998940.463,4160310.811,2931.220,2.515e+06,0.001986
0.030310,0.017212,0.573929,4998919.079,4149237.517,2930.235,2.521e+06,0.001985
0.030410,0.017171,0.578107,4998897.343,4138074.097,2929.240,2.527e+06,0.001984
0.030510,0.017131,0.582301,4998875.250,4126820.653,2928.234,2.533e+06,0.001983
0.030610,0.017092,0.586510,4998852.796,4115477.308,2927.218,2.539e+06,0.001982
0.030710,0.017053,0.590736,4998829.977,4104044.198,2926.191,2.544e+06,0.001981
0.030810,0.017014,0.594978,4998806.788,4092521.474,2925.154,2.550e+06,0.001979
0.030910,0.016976,0.599236,4998783.225,4080909.307,2924.106,2.556e+06,0.001978
0.031010,0.016939,0.603509,4998759.283,4069207.882,2923.048,2.562e+06,0.001977
0.031110,0.016902,0.607799,4998734.959,4057417.402,2921.978,2.567e+06,0.001976
0.031210,0.016865,0.612105,4998710.247,4045538.084,2920.898,2.573e+06,0.001975
0.031310,0.016829,0.616426,4998685.143,4033570.166,2919.807,2.578e+06,0.001974
0.031410,0.016794,0.620764,4998659.643,4021513.899,2918.705,2.584e+06,0.001973
0.031510,0.016759,0.625117,4998633.742,4009369.554,2917.593,2.589e+06,0.001972
0.031610,0.016725,0.629486,4998607.436,3997137.417,2916.469,2.594e+06,0.001971
0.031710,0.016691,0.633871,4998580.720,3984817.792,2915.334,2.599e+06,0.001970
0.031810,0.016657,0.638272,4998553.588,3972411.000,2914.188,2.605e+06,0.001969
0.031910,0.016624,0.642689,4998526.038,3959917.380,2913.031,2.610e+06,0.001968
0.032010,0.016592,0.647122,4998498.064,3947337.286,2911.862,2.615e+06,0.001967
0.032110,0.016560,0.651570,4998469.661,3934671.093,2910.683,2.620e+06,0.001966
0.032210,0.016529,0.656034,4998440.825,3921919.190,2909.492,2.625e+06,0.001965
0.032310,0.016498,0.660514,4998411.551,3909081.986,2908.289,2.630e+06,0.001964
0.032410,0.016468,0.665009,4998381.834,3896159.905,2907.076,2.635e+06,0.001963
0.032510,0.016438,0.669520,4998351.670,3883153.391,2905.850,2.639e+06,0.001962
0.032610,0.016408,0.674047,4998321.054,3870062.904,2904.613,2.644e+06,0.001962
0.032710,0.016379,0.678589,4998289.981,3856888.921,2903.365,2.649e+06,0.001961
0.032810,0.016351,0.683147,4998258.446,3843631.938,2902.105,2.653e+06,0.001960
0.032910,0.016323,0.687721,4998226.445,3830292.468,2900.833,2.658e+06,0.001959
0.033010,0.016296,0.692310,4998193.972,3816871.042,2899.550,2.662e+06,0.001958
0.033110,0.016269,0.696914,4998161.022,3803368.206,2898.255,2.667e+06,0.001957
0.033210,0.016242,0.701534,4998127.592,3789784.528,2896.948,2.671e+06,0.001957
0.033310,0.016216,0.706170,4998093.676,3776120.588,2895.629,2.675e+06,0.001956
0.033410,0.016190,0.710821,4998059.269,3762376.988,2894.298,2.679e+06,0.001955
0.033510,0.016165,0.715487,4998024.366,3748554.344,2892.956,2.684e+06,0.001954
0.033610,0.016141,0.720168,4997988.962,3734653.292,2891.601,2.688e+06,0.001954
0.033710,0.016117,0.724865,4997953.053,3720674.484,2890.234,2.692e+06,0.001953
0.033810,0.016093,0.729577,4997916.633,3706618.588,2888.856,2.696e+06,0.001952
0.033910,0.016070,0.734304,4997879.698,3692486.292,2887.465,2.700e+06,0.001951
0.034010,0.016047,0.739047,4997842.242,3678278.297,2886.062,2.703e+06,0.001951
0.034110,0.016025,0.743804,4997804.260,3663995.325,2884.647,2.707e+06,0.001950
0.034210,0.016003,0.748577,4997765.749,3649638.111,2883.220,2.711e+06,0.001949
0.034310,0.015982,0.753365,4997726.701,3635207.411,2881.780,2.714e+06,0.001949
0.034410,0.015961,0.758168,4997687.113,3620703.993,2880.328,2.718e+06,0.001948
0.034510,0.015940,0.762985,4997646.980,3606128.645,2878.864,2.721e+06,0.001948
0.034610,0.015920,0.767818,4997606.296,3591482.170,2877.388,2.725e+06,0.001947
0.034710,0.015901,0.772666,4997565.057,3576765.386,2875.899,2.728e+06,0.001946
0.034810,0.015882,0.777528,4997523.257,3561979.129,2874.398,2.731e+06,0.001946
0.034910,0.015863,0.782405,4997480.892,3547124.250,2872.884,2.734e+06,0.001945
0.035010,0.015845,0.787297,4997437.955,3532201.616,2871.358,2.738e+06,0.001945
0.035110,0.015827,0.792204,4997394.444,3517212.110,2869.819,2.741e+06,0.001944
0.035210,0.015810,0.797126,4997350.351,3502156.628,2868.268,2.744e+06,0.001944
0.035310,0.015793,0.802062,4997305.673,3487036.085,2866.704,2.747e+06,0.001943
0.035410,0.015777,0.807012,4997260.403,3471851.409,2865.128,2.749e+06,0.001943
0.035510,0.015761,0.811978,4997214.538,3456603.542,2863.539,2.752e+06,0.001942
0.035610,0.015745,0.816957,4997168.072,3441293.443,2861.937,2.755e+06,0.001942
0.035710,0.015730,0.821952,4997121.000,3425922.082,2860.323,2.757e+06,0.001941
0.035810,0.015716,0.826960,4997073.317,3410490.447,2858.696,2.760e+06,0.001941
0.035910,0.015702,0.831983,4997025.017,3394999.538,2857.056,2.762e+06,0.001940
0.036010,0.015688,0.837021,4996976.097,3379450.369,2855.403,2.765e+06,0.001940
0.036110,0.015675,0.842072,4996926.550,3363843.968,2853.738,2.767e+06,0.001939
0.036210,0.015662,0.847138,4996876.372,3348181.375,2852.060,2.769e+06,0.001939
0.036310,0.015649,0.852218,4996825.558,3332463.645,2850.369,2.771e+06,0.001939
0.036410,0.015638,0.857312,4996774.102,3316691.844,2848.666,2.774e+06,0.001938
0.036510,0.015626,0.862420,4996722.000,3300867.052,2846.949,2.776e+06,0.001938
0.036610,0.015615,0.867542,4996669.247,3284990.360,2845.220,2.777e+06,0.001938
0.036710,0.015604,0.872679,4996615.837,3269062.873,2843.477,2.779e+06,0.001937
0.036810,0.015594,0.877829,4996561.766,3253085.705,2841.722,2.781e+06,0.001937
0.036910,0.015584,0.882993,4996507.029,3237059.983,2839.954,2.783e+06,0.001937
0.037010,0.015575,0.888170,4996451.620,3220986.846,2838.173,2.784e+06,0.001936
0.037110,0.015566,0.893362,4996395.534,3204867.442,2836.380,2.786e+06,0.001936
0.037210,0.015558,0.898567,4996338.768,3188702.930,2834.573,2.787e+06,0.001936
0.037310,0.015550,0.903786,4996281.315,3172494.481,2832.753,2.789e+06,0.001936
0.037410,0.015542,0.909018,4996223.171,3156243.274,2830.920,2.790e+06,0.001935
0.037510,0.015535,0.914264,4996164.330,3139950.499,2829.075,2.791e+06,0.001935
0.037610,0.015529,0.919524,4996104.789,3123617.353,2827.216,2.793e+06,0.001935
0.037710,0.015522,0.924797,4996044.542,3107245.045,2825.344,2.794e+06,0.001935
0.037810,0.015516,0.930083,4995983.584,3090834.790,2823.460,2.795e+06,0.001935
0.037910,0.015511,0.935383,4995921.910,3074387.815,2821.562,2.796e+06,0.001934
0.038010,0.015506,0.940696,4995859.516,3057905.350,2819.652,2.797e+06,0.001934
0.038110,0.015502,0.946022,4995796.396,3041388.637,2817.728,2.797e+06,0.001934
0.038210,0.015497,0.951362,4995732.546,3024838.924,2815.791,2.798e+06,0.001934
0.038310,0.015494,0.956714,4995667.962,3008257.464,2813.842,2.799e+06,0.001934
0.038410,0.015491,0.962080,4995602.637,2991645.520,2811.879,2.799e+06,0.001934
0.038510,0.015488,0.967458,4995536.568,2975004.358,2809.903,2.800e+06,0.001934
0.038610,0.015485,0.972850,4995469.750,2958335.253,2807.915,2.800e+06,0.001934
0.038710,0.015483,0.978254,4995402.178,2941639.483,2805.913,2.800e+06,0.001934
0.038810,0.015482,0.983672,4995333.848,2924918.333,2803.898,2.801e+06,0.001934
0.038910,0.015481,0.989102,4995264.754,2908173.091,2801.871,2.801e+06,0.001934
0.039010,0.015480,0.994544,4995194.893,2891405.052,2799.830,2.801e+06,0.001934
0.039110,0.015480,1.000000,4995124.258,2874615.422,2797.777,2.801e+06,0.001934
0.039110,0.015480,1.000000,4995123.544,2874615.011,2797.777,2.801e+06,0.001934
0.039142,0.015480,1.003466,4995100.158,2863969.556,2796.468,2.801e+06,0.001934
0.039175,0.015480,1.006938,4995076.610,2853316.346,2795.153,2.801e+06,0.001934
0.039208,0.015481,1.010414,4995052.901,2842655.940,2793.834,2.801e+06,0.001934
0.039241,0.015481,1.013895,4995029.030,2831988.807,2792.509,2.801e+06,0.001934
0.039273,0.015482,1.017381,4995004.998,2821315.415,2791.179,2.800e+06,0.001934
0.039306,0.015483,1.020872,4994980.805,2810636.233,2789.844,2.800e+06,0.001934
0.039339,0.015484,1.024367,4994956.451,2799951.731,2788.504,2.800e+06,0.001934
0.039372,0.015486,1.027868,4994931.936,2789262.379,2787.159,2.800e+06,0.001934
0.039404,0.015487,1.031372,4994907.261,2778568.648,2785.809,2.799e+06,0.001934
0.039437,0.015489,1.034882,4994882.425,2767871.009,2784.454,2.799e+06,0.001934
0.039470,0.015490,1.038396,4994857.428,2757169.933,2783.094,2.799e+06,0.001934
0.039502,0.015492,1.041914,4994832.272,2746465.891,2781.729,2.798e+06,0.001934
0.039535,0.015495,1.045436,4994806.956,2735759.355,2780.358,2.798e+06,0.001934
0.039568,0.015497,1.048963,4994781.481,2725050.795,2778.983,2.798e+06,0.001934
