x_m,r_m,Ma_iso,delta_star_m,r_eff_m,Ma_eff,mu_Pa_s,Re_x_plot
0.000000,0.060000,0.039720,1.15546776e-06,0.059999,0.039722,9.19496639e-05,1.000000e+03
0.000192,0.059668,0.040165,2.21763411e-06,0.059665,0.040168,9.19495058e-05,1.000000e+03
0.000384,0.059335,0.040617,4.43526821e-06,0.059331,0.040623,9.19493433e-05,1.000000e+03
0.000576,0.059003,0.041077,6.65290232e-06,0.058996,0.041086,9.19491761e-05,1.000000e+03
0.000768,0.058670,0.041545,8.70055810e-06,0.058662,0.041557,9.19490042e-05,1.101574e+03
0.000960,0.058338,0.042020,1.03773837e-05,0.058328,0.042035,9.19488272e-05,1.392708e+03
0.001152,0.058005,0.042504,1.19795356e-05,0.057993,0.042522,9.19486452e-05,1.690464e+03
0.001343,0.057673,0.042997,1.35206886e-05,0.057660,0.043017,9.19484578e-05,1.995012e+03
0.001535,0.057341,0.043498,1.50102522e-05,0.057326,0.043520,9.19482650e-05,2.306532e+03
0.001727,0.057008,0.044007,1.64550719e-05,0.056992,0.044033,9.19480665e-05,2.625204e+03
0.001919,0.056676,0.044526,1.78603366e-05,0.056658,0.044554,9.19478620e-05,2.951218e+03
0.002111,0.056343,0.045054,1.92301057e-05,0.056324,0.045085,9.19476515e-05,3.284767e+03
0.002303,0.056011,0.045592,2.05676346e-05,0.055990,0.045625,9.19474346e-05,3.626051e+03
0.002495,0.055678,0.046139,2.18755881e-05,0.055657,0.046176,9.19472112e-05,3.975278e+03
0.002687,0.055346,0.046696,2.31561838e-05,0.055323,0.046736,9.19469810e-05,4.332661e+03
0.002879,0.055014,0.047264,2.44112939e-05,0.054989,0.047306,9.19467438e-05,4.698419e+03
0.003071,0.054681,0.047842,2.56425174e-05,0.054656,0.047887,9.19464992e-05,5.072781e+03
0.003263,0.054349,0.048430,2.68512349e-05,0.054322,0.048478,9.19462471e-05,5.455980e+03
0.003455,0.054016,0.049030,2.80386486e-05,0.053988,0.049081,9.19459871e-05,5.848259e+03
0.003647,0.053684,0.049640,2.92058139e-05,0.053655,0.049694,9.19457189e-05,6.249869e+03
0.003839,0.053352,0.050262,3.03536639e-05,0.053321,0.050320,9.19454423e-05,6.661068e+03
0.004030,0.053019,0.050896,3.14830282e-05,0.052988,0.050957,9.19451569e-05,7.082123e+03
0.004222,0.052687,0.051543,3.25946489e-05,0.052654,0.051607,9.19448624e-05,7.513310e+03
0.004414,0.052354,0.052201,3.36891929e-05,0.052321,0.052269,9.19445584e-05,7.954916e+03
0.004606,0.052022,0.052872,3.47672623e-05,0.051987,0.052943,9.19442445e-05,8.407235e+03
0.004798,0.051689,0.053557,3.58294025e-05,0.051654,0.053631,9.19439204e-05,8.870573e+03
0.004990,0.051357,0.054254,3.68761100e-05,0.051320,0.054333,9.19435856e-05,9.345245e+03
0.005182,0.051025,0.054966,3.79078374e-05,0.050987,0.055048,9.19432398e-05,9.831578e+03
0.005374,0.050692,0.055692,3.89249993e-05,0.050653,0.055778,9.19428825e-05,1.032991e+04
0.005566,0.050360,0.056432,3.99279760e-05,0.050320,0.056522,9.19425132e-05,1.084059e+04
0.005758,0.050027,0.057187,4.09171172e-05,0.049986,0.057281,9.19421315e-05,1.136398e+04
0.005950,0.049695,0.057957,4.18927455e-05,0.049653,0.058055,9.19417368e-05,1.190046e+04
0.006142,0.049362,0.058743,4.28551589e-05,0.049320,0.058846,9.19413286e-05,1.245041e+04
0.006334,0.049030,0.059546,4.38046329e-05,0.048986,0.059653,9.19409063e-05,1.301424e+04
0.006525,0.048698,0.060365,4.47414231e-05,0.048653,0.060476,9.19404694e-05,1.359237e+04
0.006717,0.048365,0.061201,4.56657666e-05,0.048319,0.061317,9.19400172e-05,1.418521e+04
0.006909,0.048033,0.062054,4.65778838e-05,0.047986,0.062175,9.19395491e-05,1.479324e+04
0.007101,0.047700,0.062926,4.74779797e-05,0.047653,0.063052,9.19390644e-05,1.541690e+04
0.007293,0.047368,0.063816,4.83662452e-05,0.047320,0.063947,9.19385625e-05,1.605667e+04
0.007485,0.047035,0.064725,4.92428584e-05,0.046986,0.064861,9.19380424e-05,1.671307e+04
0.007677,0.046703,0.065654,5.01079850e-05,0.046653,0.065796,9.19375036e-05,1.738660e+04
0.007869,0.046371,0.066603,5.09617799e-05,0.046320,0.066751,9.19369451e-05,1.807781e+04
0.008061,0.046038,0.067573,5.18043876e-05,0.045986,0.067726,9.19363660e-05,1.878725e+04
0.008253,0.045706,0.068565,5.26359430e-05,0.045653,0.068724,9.19357655e-05,1.951550e+04
0.008445,0.045373,0.069578,5.34565721e-05,0.045320,0.069743,9.19351426e-05,2.026317e+04
0.008637,0.045041,0.070615,5.42663923e-05,0.044987,0.070786,9.19344962e-05,2.103087e+04
0.008829,0.044708,0.071674,5.50655134e-05,0.044653,0.071852,9.19338254e-05,2.181927e+04
0.009020,0.044376,0.072758,5.58540376e-05,0.044320,0.072943,9.19331289e-05,2.262903e+04
0.009212,0.044044,0.073867,5.66320603e-05,0.043987,0.074059,9.19324056e-05,2.346086e+04
0.009404,0.043711,0.075002,5.73996704e-05,0.043654,0.075200,9.19316543e-05,2.431548e+04
0.009596,0.043379,0.076163,5.81569505e-05,0.043321,0.076369,9.19308735e-05,2.519367e+04
0.009788,0.043046,0.077351,5.89039772e-05,0.042987,0.077565,9.19300620e-05,2.609620e+04
0.009980,0.042714,0.078568,5.96408218e-05,0.042654,0.078789,9.19292181e-05,2.702390e+04
0.010172,0.042382,0.079814,6.03675501e-05,0.042321,0.080043,9.19283405e-05,2.797764e+04
0.010364,0.042049,0.081089,6.10842229e-05,0.041988,0.081327,9.19274274e-05,2.895830e+04
0.010556,0.041717,0.082396,6.17908962e-05,0.041655,0.082643,9.19264770e-05,2.996680e+04
0.010748,0.041384,0.083735,6.24876214e-05,0.041322,0.083991,9.19254876e-05,3.100414e+04
0.010940,0.041052,0.085108,6.31744454e-05,0.040989,0.085372,9.19244572e-05,3.207130e+04
0.011132,0.040719,0.086514,6.38514108e-05,0.040656,0.086788,9.19233837e-05,3.316935e+04
0.011324,0.040387,0.087956,6.45185562e-05,0.040322,0.088240,9.19222649e-05,3.429938e+04
0.011516,0.040055,0.089434,6.51759161e-05,0.039989,0.089729,9.19210984e-05,3.546255e+04
0.011707,0.039722,0.090951,6.58235214e-05,0.039656,0.091256,9.19198819e-05,3.666005e+04
0.011899,0.039390,0.092507,6.64613991e-05,0.039323,0.092822,9.19186127e-05,3.789313e+04
0.012091,0.039057,0.094103,6.70895727e-05,0.038990,0.094430,9.19172880e-05,3.916310e+04
0.012283,0.038725,0.095741,6.77080620e-05,0.038657,0.096080,9.19159048e-05,4.047132e+04
0.012475,0.038392,0.097424,6.83168837e-05,0.038324,0.097775,9.19144601e-05,4.181923e+04
0.012667,0.038060,0.099151,6.89160509e-05,0.037991,0.099515,9.19129504e-05,4.320830e+04
0.012859,0.037728,0.100925,6.95055736e-05,0.037658,0.101302,9.19113722e-05,4.464012e+04
0.013051,0.037395,0.102748,7.00854585e-05,0.037325,0.103138,9.19097217e-05,4.611630e+04
0.013243,0.037063,0.104621,7.06557092e-05,0.036992,0.105026,9.19079949e-05,4.763856e+04
0.013435,0.036730,0.106546,7.12163262e-05,0.036659,0.106966,9.19061873e-05,4.920869e+04
0.013627,0.036398,0.108526,7.17673069e-05,0.036326,0.108961,9.19042945e-05,5.082858e+04
0.013819,0.036065,0.110562,7.23086458e-05,0.035993,0.111013,9.19023115e-05,5.250018e+04
0.014011,0.035733,0.112657,7.28403342e-05,0.035660,0.113124,9.19002331e-05,5.422557e+04
0.014202,0.035401,0.114813,7.33623606e-05,0.035327,0.115297,9.18980535e-05,5.600690e+04
0.014394,0.035068,0.117032,7.38747104e-05,0.034994,0.117534,9.18957669e-05,5.784646e+04
0.014586,0.034736,0.119317,7.43773664e-05,0.034661,0.119838,9.18933666e-05,5.974663e+04
0.014778,0.034403,0.121671,7.48703079e-05,0.034328,0.122211,9.18908459e-05,6.170992e+04
0.014970,0.034071,0.124096,7.53535118e-05,0.033996,0.124656,9.18881973e-05,6.373896e+04
0.015162,0.033738,0.126596,7.58269516e-05,0.033663,0.127177,9.18854127e-05,6.583653e+04
0.015354,0.033406,0.129174,7.62905983e-05,0.033330,0.129777,9.18824838e-05,6.800554e+04
0.015546,0.033074,0.131832,7.67444194e-05,0.032997,0.132458,9.18794011e-05,7.024906e+04
0.015738,0.032741,0.134576,7.71883798e-05,0.032664,0.135225,9.18761548e-05,7.257033e+04
0.015930,0.032409,0.137407,7.76224413e-05,0.032331,0.138081,9.18727343e-05,7.497275e+04
0.016122,0.032076,0.140331,7.80465623e-05,0.031998,0.141031,9.18691279e-05,7.745991e+04
0.016314,0.031744,0.143351,7.84606986e-05,0.031665,0.144078,9.18653233e-05,8.003561e+04
0.016506,0.031412,0.146472,7.88648023e-05,0.031333,0.147228,9.18613069e-05,8.270383e+04
0.016697,0.031079,0.149698,7.92588226e-05,0.031000,0.150484,9.18570641e-05,8.546881e+04
0.016889,0.030747,0.153035,7.96427055e-05,0.030667,0.153852,9.18525793e-05,8.833500e+04
0.017081,0.030414,0.156488,8.00163932e-05,0.030334,0.157337,9.18478353e-05,9.130712e+04
0.017273,0.030082,0.160063,8.03798250e-05,0.030001,0.160946,9.18428135e-05,9.439016e+04
0.017465,0.029749,0.163765,8.07329361e-05,0.029669,0.164684,9.18374937e-05,9.758941e+04
0.017657,0.029417,0.167601,8.10756586e-05,0.029336,0.168557,9.18318540e-05,1.009105e+05
0.017849,0.029085,0.171577,8.14079206e-05,0.029003,0.172573,9.18258704e-05,1.043592e+05
0.018041,0.028752,0.175702,8.17296463e-05,0.028670,0.176740,9.18195168e-05,1.079420e+05
0.018233,0.028420,0.179983,8.20407561e-05,0.028338,0.181064,9.18127646e-05,1.116656e+05
0.018425,0.028087,0.184427,8.23411661e-05,0.028005,0.185555,9.18055826e-05,1.155369e+05
0.018617,0.027755,0.189046,8.26307882e-05,0.027672,0.190222,9.17979364e-05,1.195635e+05
0.018809,0.027422,0.193847,8.29095299e-05,0.027340,0.195074,9.17897886e-05,1.237535e+05
0.019001,0.027090,0.198842,8.31772939e-05,0.027007,0.200123,9.17810976e-05,1.281154e+05
0.019010,0.027074,0.199083,8.31897466e-05,0.026991,0.200367,9.17806712e-05,1.283268e+05
0.019110,0.026903,0.201740,8.33270959e-05,0.026820,0.203053,9.17759540e-05,1.306556e+05
0.019210,0.026735,0.204400,8.34655815e-05,0.026652,0.205742,9.17711686e-05,1.330013e+05
0.019310,0.026570,0.207064,8.36051158e-05,0.026487,0.208436,9.17663137e-05,1.353641e+05
0.019410,0.026409,0.209732,8.37456188e-05,0.026325,0.211135,9.17613880e-05,1.377443e+05
0.019510,0.026250,0.212406,8.38870172e-05,0.026166,0.213840,9.17563901e-05,1.401423e+05
0.019610,0.026094,0.215086,8.40292436e-05,0.026010,0.216551,9.17513188e-05,1.425583e+05
0.019710,0.025940,0.217771,8.41722361e-05,0.025856,0.219268,9.17461727e-05,1.449926e+05
0.019810,0.025790,0.220463,8.43159377e-05,0.025705,0.221992,9.17409507e-05,1.474453e+05
0.019910,0.025641,0.223162,8.44602961e-05,0.025557,0.224724,9.17356514e-05,1.499169e+05
0.020010,0.025496,0.225869,8.46052628e-05,0.025411,0.227463,9.17302736e-05,1.524074e+05
0.020110,0.025352,0.228583,8.47507931e-05,0.025267,0.230211,9.17248162e-05,1.549170e+05
0.020210,0.025211,0.231306,8.48968458e-05,0.025126,0.232967,9.17192778e-05,1.574459e+05
0.020310,0.025072,0.234036,8.50433828e-05,0.024987,0.235732,9.17136572e-05,1.599944e+05
0.020410,0.024935,0.236776,8.51903686e-05,0.024850,0.238507,9.17079533e-05,1.625626e+05
0.020510,0.024800,0.239525,8.53377707e-05,0.024715,0.241291,9.17021647e-05,1.651505e+05
0.020610,0.024667,0.242282,8.54855588e-05,0.024582,0.244084,9.16962903e-05,1.677585e+05
0.020710,0.024536,0.245050,8.56337049e-05,0.024451,0.246888,9.16903289e-05,1.703865e+05
0.020810,0.024407,0.247827,8.57821830e-05,0.024322,0.249702,9.16842793e-05,1.730348e+05
0.020910,0.024280,0.250614,8.59309691e-05,0.024194,0.252527,9.16781402e-05,1.757035e+05
0.021010,0.024155,0.253412,8.60800410e-05,0.024069,0.255363,9.16719105e-05,1.783926e+05
0.021110,0.024031,0.256220,8.62293781e-05,0.023945,0.258209,9.16655888e-05,1.811023e+05
0.021210,0.023910,0.259039,8.63789611e-05,0.023823,0.261067,9.16591741e-05,1.838326e+05
0.021310,0.023789,0.261869,8.65287726e-05,0.023703,0.263937,9.16526650e-05,1.865838e+05
0.021410,0.023671,0.264709,8.66787962e-05,0.023584,0.266818,9.16460604e-05,1.893557e+05
0.021510,0.023554,0.267562,8.68290168e-05,0.023467,0.269711,9.16393591e-05,1.921486e+05
0.021610,0.023438,0.270425,8.69794204e-05,0.023351,0.272616,9.16325598e-05,1.949625e+05
0.021710,0.023324,0.273300,8.71299942e-05,0.023237,0.275533,9.16256612e-05,1.977974e+05
0.021810,0.023212,0.276187,8.72807265e-05,0.023125,0.278463,9.16186622e-05,2.006534e+05
0.021910,0.023101,0.279086,8.74316062e-05,0.023014,0.281406,9.16115616e-05,2.035306e+05
0.022010,0.022991,0.281998,8.75826236e-05,0.022904,0.284361,9.16043580e-05,2.064290e+05
0.022110,0.022883,0.284921,8.77337693e-05,0.022796,0.287329,9.15970503e-05,2.093487e+05
0.022210,0.022776,0.287857,8.78850351e-05,0.022689,0.290310,9.15896372e-05,2.122896e+05
0.022310,0.022671,0.290805,8.80364133e-05,0.022583,0.293305,9.15821175e-05,2.152518e+05
0.022410,0.022567,0.293766,8.81878972e-05,0.022479,0.296312,9.15744898e-05,2.182354e+05
0.022510,0.022464,0.296740,8.83394803e-05,0.022376,0.299334,9.15667530e-05,2.212403e+05
0.022610,0.022362,0.299727,8.84911572e-05,0.022274,0.302369,9.15589058e-05,2.242665e+05
0.022710,0.022262,0.302726,8.86429228e-05,0.022173,0.305417,9.15509469e-05,2.273142e+05
0.022810,0.022163,0.305739,8.87947726e-05,0.022074,0.308480,9.15428750e-05,2.303832e+05
0.022910,0.022065,0.308766,8.89467027e-05,0.021976,0.311557,9.15346889e-05,2.334735e+05
0.023010,0.021968,0.311805,8.90987096e-05,0.021879,0.314647,9.15263873e-05,2.365852e+05
0.023110,0.021872,0.314858,8.92507905e-05,0.021783,0.317753,9.15179689e-05,2.397182e+05
0.023210,0.021778,0.317925,8.94029427e-05,0.021688,0.320872,9.15094324e-05,2.428725e+05
0.023310,0.021684,0.321005,8.95551643e-05,0.021595,0.324006,9.15007766e-05,2.460481e+05
0.023410,0.021592,0.324099,8.97074534e-05,0.021502,0.327155,9.14920001e-05,2.492450e+05
0.023510,0.021501,0.327207,8.98598089e-05,0.021411,0.330318,9.14831016e-05,2.524630e+05
0.023610,0.021411,0.330329,9.00122298e-05,0.021321,0.333496,9.14740798e-05,2.557023e+05
0.023710,0.021322,0.333465,9.01647155e-05,0.021231,0.336689,9.14649334e-05,2.589626e+05
0.023810,0.021234,0.336615,9.03172657e-05,0.021143,0.339897,9.14556612e-05,2.622440e+05
0.023910,0.021146,0.339779,9.04698806e-05,0.021056,0.343121,9.14462617e-05,2.655464e+05
0.024010,0.021060,0.342958,9.06225606e-05,0.020970,0.346359,9.14367336e-05,2.688697e+05
0.024110,0.020975,0.346151,9.07753062e-05,0.020884,0.349613,9.14270757e-05,2.722139e+05
0.024210,0.020891,0.349358,9.09281184e-05,0.020800,0.352882,9.14172866e-05,2.755788e+05
0.024310,0.020808,0.352580,9.10809985e-05,0.020717,0.356167,9.14073649e-05,2.789645e+05
0.024410,0.020726,0.355816,9.12339478e-05,0.020634,0.359467,9.13973094e-05,2.823707e+05
0.024510,0.020644,0.359067,9.13869681e-05,0.020553,0.362783,9.13871187e-05,2.857975e+05
0.024610,0.020564,0.362333,9.15400613e-05,0.020472,0.366115,9.13767913e-05,2.892447e+05
0.024710,0.020484,0.365614,9.16932295e-05,0.020393,0.369462,9.13663261e-05,2.927122e+05
0.024810,0.020406,0.368909,9.18464751e-05,0.020314,0.372826,9.13557216e-05,2.961999e+05
0.024910,0.020328,0.372219,9.19998006e-05,0.020236,0.376206,9.13449764e-05,2.997077e+05
0.025010,0.020251,0.375544,9.21532088e-05,0.020159,0.379601,9.13340893e-05,3.032354e+05
0.025110,0.020175,0.378884,9.23067026e-05,0.020083,0.383013,9.13230588e-05,3.067829e+05
0.025210,0.020100,0.382240,9.24602851e-05,0.020008,0.386441,9.13118836e-05,3.103502e+05
0.025310,0.020026,0.385610,9.26139596e-05,0.019933,0.389885,9.13005623e-05,3.139370e+05
0.025410,0.019952,0.388995,9.27677296e-05,0.019859,0.393346,9.12890935e-05,3.175432e+05
0.025510,0.019880,0.392396,9.29215987e-05,0.019787,0.396824,9.12774759e-05,3.211687e+05
0.025610,0.019808,0.395812,9.30755705e-05,0.019715,0.400317,9.12657080e-05,3.248132e+05
0.025710,0.019737,0.399243,9.32296491e-05,0.019643,0.403828,9.12537886e-05,3.284767e+05
0.025810,0.019666,0.402690,9.33838384e-05,0.019573,0.407355,9.12417161e-05,3.321589e+05
0.025910,0.019597,0.406152,9.35381427e-05,0.019503,0.410899,9.12294893e-05,3.358598e+05
0.026010,0.019528,0.409629,9.36925662e-05,0.019434,0.414460,9.12171067e-05,3.395790e+05
0.026110,0.019460,0.413122,9.38471134e-05,0.019366,0.418038,9.12045670e-05,3.433164e+05
0.026210,0.019393,0.416631,9.40017889e-05,0.019299,0.421633,9.11918687e-05,3.470719e+05
0.026310,0.019327,0.420155,9.41565972e-05,0.019232,0.425244,9.11790105e-05,3.508451e+05
0.026410,0.019261,0.423694,9.43115433e-05,0.019167,0.428873,9.11659909e-05,3.546360e+05
0.026510,0.019196,0.427249,9.44666319e-05,0.019101,0.432520,9.11528086e-05,3.584443e+05
0.026610,0.019132,0.430820,9.46218680e-05,0.019037,0.436183,9.11394622e-05,3.622697e+05
0.026710,0.019068,0.434406,9.47772569e-05,0.018973,0.439864,9.11259503e-05,3.661121e+05
0.026810,0.019005,0.438009,9.49328036e-05,0.018910,0.443562,9.11122714e-05,3.699713e+05
0.026910,0.018943,0.441626,9.50885134e-05,0.018848,0.447278,9.10984242e-05,3.738469e+05
0.027010,0.018882,0.445260,9.52443918e-05,0.018787,0.451011,9.10844072e-05,3.777387e+05
0.027110,0.018821,0.448910,9.54004442e-05,0.018726,0.454762,9.10702191e-05,3.816465e+05
0.027210,0.018761,0.452575,9.55566760e-05,0.018666,0.458531,9.10558585e-05,3.855701e+05
0.027310,0.018702,0.456256,9.57130931e-05,0.018606,0.462317,9.10413240e-05,3.895091e+05
0.027410,0.018643,0.459953,9.58697010e-05,0.018547,0.466122,9.10266141e-05,3.934633e+05
0.027510,0.018585,0.463666,9.60265056e-05,0.018489,0.469944,9.10117275e-05,3.974325e+05
0.027610,0.018528,0.467394,9.61835127e-05,0.018432,0.473784,9.09966627e-05,4.014163e+05
0.027710,0.018471,0.471139,9.63407282e-05,0.018375,0.477642,9.09814184e-05,4.054144e+05
0.027810,0.018415,0.474900,9.64981582e-05,0.018319,0.481519,9.09659932e-05,4.094267e+05
0.027910,0.018360,0.478676,9.66558087e-05,0.018263,0.485413,9.09503856e-05,4.134526e+05
0.028010,0.018305,0.482469,9.68136858e-05,0.018208,0.489326,9.09345943e-05,4.174921e+05
0.028110,0.018251,0.486277,9.69717958e-05,0.018154,0.493258,9.09186178e-05,4.215446e+05
0.028210,0.018197,0.490102,9.71301448e-05,0.018100,0.497207,9.09024549e-05,4.256100e+05
0.028310,0.018145,0.493942,9.72887392e-05,0.018047,0.501176,9.08861040e-05,4.296879e+05
0.028410,0.018092,0.497799,9.74475854e-05,0.017995,0.505163,9.08695638e-05,4.337780e+05
0.028510,0.018041,0.501671,9.76066898e-05,0.017943,0.509168,9.08528329e-05,4.378799e+05
0.028610,0.017990,0.505560,9.77660589e-05,0.017892,0.513193,9.08359100e-05,4.419933e+05
0.028710,0.017939,0.509464,9.79256991e-05,0.017841,0.517236,9.08187936e-05,4.461178e+05
0.028810,0.017889,0.513385,9.80856171e-05,0.017791,0.521298,9.08014823e-05,4.502531e+05
0.028910,0.017840,0.517322,9.82458195e-05,0.017742,0.525380,9.07839749e-05,4.543989e+05
0.029010,0.017792,0.521275,9.84063129e-05,0.017693,0.529480,9.07662698e-05,4.585546e+05
0.029110,0.017744,0.525244,9.85671041e-05,0.017645,0.533600,9.07483658e-05,4.627201e+05
0.029210,0.017696,0.529229,9.87281998e-05,0.017598,0.537739,9.07302615e-05,4.668949e+05
0.029310,0.017649,0.533230,9.88896069e-05,0.017550,0.541898,9.07119555e-05,4.710785e+05
0.029410,0.017603,0.537247,9.90513322e-05,0.017504,0.546076,9.06934465e-05,4.752707e+05
0.029510,0.017557,0.541280,9.92133825e-05,0.017458,0.550274,9.06747331e-05,4.794710e+05
0.029610,0.017512,0.545329,9.93757648e-05,0.017413,0.554491,9.06558139e-05,4.836791e+05
0.029710,0.017468,0.549394,9.95384860e-05,0.017368,0.558729,9.06366877e-05,4.878944e+05
0.029810,0.017424,0.553476,9.97015532e-05,0.017324,0.562986,9.06173530e-05,4.921167e+05
0.029910,0.017380,0.557573,9.98649733e-05,0.017280,0.567264,9.05978086e-05,4.963454e+05
0.030010,0.017337,0.561687,1.00028753e-04,0.017237,0.571562,9.05780532e-05,5.005802e+05
0.030110,0.017295,0.565816,1.00192901e-04,0.017195,0.575880,9.05580853e-05,5.048206e+05
0.030210,0.017253,0.569962,1.00357422e-04,0.017153,0.580220,9.05379037e-05,5.090662e+05
0.030310,0.017212,0.574123,1.00522325e-04,0.017112,0.584579,9.05175071e-05,5.133165e+05
0.030410,0.017171,0.578301,1.00687617e-04,0.017071,0.588960,9.04968941e-05,5.175711e+05
0.030510,0.017131,0.582495,1.00853304e-04,0.017030,0.593362,9.04760635e-05,5.218296e+05
0.030610,0.017092,0.586704,1.01019394e-04,0.016991,0.597785,9.04550140e-05,5.260914e+05
0.030710,0.017053,0.590930,1.01185895e-04,0.016951,0.602229,9.04337444e-05,5.303562e+05
0.030810,0.017014,0.595172,1.01352813e-04,0.016913,0.606696,9.04122532e-05,5.346234e+05
0.030910,0.016976,0.599429,1.01520156e-04,0.016875,0.611184,9.03905393e-05,5.388926e+05
0.031010,0.016939,0.603703,1.01687931e-04,0.016837,0.615694,9.03686014e-05,5.431633e+05
0.031110,0.016902,0.607992,1.01856146e-04,0.016800,0.620226,9.03464383e-05,5.474350e+05
0.031210,0.016865,0.612297,1.02024808e-04,0.016763,0.624781,9.03240487e-05,5.517073e+05
0.031310,0.016829,0.616619,1.02193924e-04,0.016727,0.629358,9.03014313e-05,5.559795e+05
0.031410,0.016794,0.620956,1.02363502e-04,0.016692,0.633959,9.02785850e-05,5.602514e+05
0.031510,0.016759,0.625309,1.02533550e-04,0.016656,0.638583,9.02555085e-05,5.645222e+05
0.031610,0.016725,0.629678,1.02704074e-04,0.016622,0.643231,9.02322006e-05,5.687916e+05
0.031710,0.016691,0.634062,1.02875082e-04,0.016588,0.647902,9.02086602e-05,5.730590e+05
0.031810,0.016657,0.638463,1.03046582e-04,0.016554,0.652598,9.01848860e-05,5.773239e+05
0.031910,0.016624,0.642879,1.03218581e-04,0.016521,0.657319,9.01608768e-05,5.815859e+05
0.032010,0.016592,0.647311,1.03391087e-04,0.016489,0.662065,9.01366315e-05,5.858442e+05
0.032110,0.016560,0.651758,1.03564107e-04,0.016457,0.666836,9.01121489e-05,5.900986e+05
0.032210,0.016529,0.656222,1.03737649e-04,0.016425,0.671633,9.00874279e-05,5.943483e+05
0.032310,0.016498,0.660701,1.03911720e-04,0.016394,0.676456,9.00624673e-05,5.985930e+05
0.032410,0.016468,0.665196,1.04086328e-04,0.016364,0.681307,9.00372661e-05,6.028319e+05
0.032510,0.016438,0.669706,1.04261481e-04,0.016333,0.686185,9.00118230e-05,6.070647e+05
0.032610,0.016408,0.674232,1.04437186e-04,0.016304,0.691090,8.99861369e-05,6.112908e+05
0.032710,0.016379,0.678773,1.04613451e-04,0.016275,0.696025,8.99602069e-05,6.155096e+05
0.032810,0.016351,0.683330,1.04790283e-04,0.016246,0.700989,8.99340318e-05,6.197205e+05
0.032910,0.016323,0.687903,1.04967690e-04,0.016218,0.705983,8.99076104e-05,6.239231e+05
0.033010,0.016296,0.692491,1.05145680e-04,0.016190,0.711007,8.98809419e-05,6.281167e+05
0.033110,0.016269,0.697094,1.05324261e-04,0.016163,0.716064,8.98540251e-05,6.323009e+05
0.033210,0.016242,0.701713,1.05503439e-04,0.016137,0.721153,8.98268589e-05,6.364750e+05
0.033310,0.016216,0.706348,1.05683223e-04,0.016110,0.726276,8.97994424e-05,6.406384e+05
0.033410,0.016190,0.710997,1.05863620e-04,0.016085,0.731433,8.97717746e-05,6.447908e+05
0.033510,0.016165,0.715662,1.06044638e-04,0.016059,0.736627,8.97438544e-05,6.489313e+05
0.033610,0.016141,0.720342,1.06226286e-04,0.016035,0.741858,8.97156809e-05,6.530596e+05
0.033710,0.016117,0.725038,1.06408569e-04,0.016010,0.747127,8.96872531e-05,6.571750e+05
0.033810,0.016093,0.729748,1.06591497e-04,0.015986,0.752437,8.96585701e-05,6.612770e+05
0.033910,0.016070,0.734474,1.06775076e-04,0.015963,0.757788,8.96296308e-05,6.653649e+05
0.034010,0.016047,0.739215,1.06959315e-04,0.015940,0.763184,8.96004344e-05,6.694383e+05
0.034110,0.016025,0.743971,1.07144221e-04,0.015918,0.768625,8.95709800e-05,6.734965e+05
0.034210,0.016003,0.748742,1.07329802e-04,0.015896,0.774115,8.95412666e-05,6.775390e+05
0.034310,0.015982,0.753528,1.07516066e-04,0.015874,0.779655,8.95112934e-05,6.815652e+05
0.034410,0.015961,0.758329,1.07703020e-04,0.015853,0.785250,8.94810595e-05,6.855745e+05
0.034510,0.015940,0.763145,1.07890672e-04,0.015832,0.790901,8.94505640e-05,6.895663e+05
0.034610,0.015920,0.767976,1.08079030e-04,0.015812,0.796614,8.94198062e-05,6.935401e+05
0.034710,0.015901,0.772822,1.08268101e-04,0.015792,0.802391,8.93887851e-05,6.974953e+05
0.034810,0.015882,0.777682,1.08457894e-04,0.015773,0.808238,8.93574999e-05,7.014314e+05
0.034910,0.015863,0.782557,1.08648415e-04,0.015754,0.814160,8.93259499e-05,7.053476e+05
0.035010,0.015845,0.787447,1.08839673e-04,0.015736,0.820163,8.92941343e-05,7.092436e+05
0.035110,0.015827,0.792352,1.09031676e-04,0.015718,0.826255,8.92620523e-05,7.131186e+05
0.035210,0.015810,0.797271,1.09224430e-04,0.015701,0.832444,8.92297031e-05,7.169722e+05
0.035310,0.015793,0.802205,1.09417945e-04,0.015684,0.838739,8.91970861e-05,7.208037e+05
0.035410,0.015777,0.807153,1.09612226e-04,0.015667,0.845153,8.91642005e-05,7.246125e+05
0.035510,0.015761,0.812116,1.09807283e-04,0.015651,0.851699,8.91310456e-05,7.283982e+05
0.035610,0.015745,0.817093,1.10003123e-04,0.015635,0.858395,8.90976207e-05,7.321602e+05
0.035710,0.015730,0.822085,1.10199754e-04,0.015620,0.865261,8.90639251e-05,7.358978e+05
0.035810,0.015716,0.827091,1.10397182e-04,0.015605,0.872323,8.90299582e-05,7.396105e+05
0.035910,0.015702,0.832111,1.10595417e-04,0.015591,0.879614,8.89957194e-05,7.432978e+05
0.036010,0.015688,0.837146,1.10794465e-04,0.015577,0.887178,8.89612080e-05,7.469590e+05
0.036110,0.015675,0.842195,1.10994335e-04,0.015564,0.895071,8.89264234e-05,7.505937e+05
0.036210,0.015662,0.847257,1.11195033e-04,0.015551,0.903374,8.88913650e-05,7.542013e+05
