x_m,y_m,Ma,gamma,Taw_K,Twg_K,sigma,hg_W_m2K,qdot_W_m2
0.069325,0.023785,2.265297,1.185832,3193.456,800.000,1.241672,4951.489,11851168.257
0.069678,0.023884,2.272841,1.186310,3192.789,800.000,1.240563,4909.913,11748386.792
0.070030,0.023984,2.280307,1.186792,3192.127,800.000,1.239455,4868.988,11647236.251
0.070383,0.024083,2.287696,1.187277,3191.467,800.000,1.238349,4828.702,11547682.421
0.070735,0.024181,2.295009,1.187766,3190.811,800.000,1.237245,4789.040,11449692.049
0.071088,0.024280,2.302247,1.188259,3190.159,800.000,1.236143,4749.991,11353232.805
0.071440,0.024377,2.309412,1.188755,3189.510,800.000,1.235043,4711.541,11258273.254
0.071793,0.024475,2.316505,1.189254,3188.864,800.000,1.233945,4673.679,11164782.821
0.072145,0.024572,2.323527,1.189757,3188.221,800.000,1.232850,4636.393,11072731.767
0.072498,0.024668,2.330479,1.190262,3187.582,800.000,1.231756,4599.671,10982091.159
0.072850,0.024765,2.337362,1.190770,3186.946,800.000,1.230664,4563.502,10892832.841
0.073203,0.024861,2.344178,1.191281,3186.314,800.000,1.229574,4527.875,10804929.410
0.073555,0.024956,2.350926,1.191795,3185.685,800.000,1.228487,4492.779,10718354.191
0.073908,0.025051,2.357610,1.192312,3185.059,800.000,1.227401,4458.205,10633081.214
0.074260,0.025146,2.364228,1.192830,3184.436,800.000,1.226318,4424.143,10549085.189
0.074613,0.025240,2.370783,1.193352,3183.817,800.000,1.225237,4390.581,10466341.486
0.074965,0.025334,2.377275,1.193875,3183.201,800.000,1.224158,4357.512,10384826.113
0.075318,0.025427,2.383705,1.194400,3182.588,800.000,1.223082,4324.925,10304515.693
0.075670,0.025520,2.390074,1.194928,3181.979,800.000,1.222008,4292.812,10225387.449
0.076023,0.025613,2.396383,1.195457,3181.373,800.000,1.220936,4261.163,10147419.182
0.076375,0.025705,2.402632,1.195988,3180.770,800.000,1.219866,4229.971,10070589.253
0.076728,0.025797,2.408823,1.196521,3180.171,800.000,1.218800,4199.226,9994876.566
0.077081,0.025888,2.414957,1.197055,3179.575,800.000,1.217735,4168.921,9920260.550
0.077433,0.025979,2.421033,1.197591,3178.982,800.000,1.216673,4139.047,9846721.146
0.077786,0.026070,2.427053,1.198128,3178.393,800.000,1.215614,4109.597,9774238.787
0.078138,0.026160,2.433018,1.198666,3177.807,800.000,1.214558,4080.564,9702794.384
0.078491,0.026250,2.438928,1.199205,3177.225,800.000,1.213504,4051.939,9632369.314
0.078843,0.026340,2.444784,1.199745,3176.646,800.000,1.212453,4023.715,9562945.403
0.079196,0.026429,2.450586,1.200286,3176.070,800.000,1.211405,3995.886,9494504.914
0.079548,0.026517,2.456336,1.200828,3175.498,800.000,1.210360,3968.444,9427030.533
0.079901,0.026606,2.462034,1.201371,3174.929,800.000,1.209318,3941.384,9360505.356
0.080253,0.026693,2.467681,1.201913,3174.363,800.000,1.208279,3914.697,9294912.878
0.080606,0.026781,2.473277,1.202457,3173.801,800.000,1.207243,3888.378,9230236.981
0.080958,0.026868,2.478822,1.203000,3173.243,800.000,1.206210,3862.421,9166461.922
0.081311,0.026955,2.484318,1.203544,3172.688,800.000,1.205180,3836.819,9103572.322
0.081663,0.027041,2.489766,1.204088,3172.136,800.000,1.204154,3811.566,9041553.158
0.082016,0.027127,2.495164,1.204632,3171.588,800.000,1.203131,3786.657,8980389.747
0.082368,0.027212,2.500515,1.205175,3171.043,800.000,1.202111,3762.085,8920067.742
0.082721,0.027297,2.505819,1.205719,3170.502,800.000,1.201095,3737.846,8860573.120
0.083073,0.027382,2.511076,1.206262,3169.965,800.000,1.200083,3713.934,8801892.171
0.083426,0.027466,2.516287,1.206804,3169.431,800.000,1.199074,3690.343,8744011.495
0.083778,0.027550,2.521452,1.207346,3168.900,800.000,1.198069,3667.068,8686917.984
0.084131,0.027634,2.526572,1.207887,3168.373,800.000,1.197067,3644.104,8630598.824
0.084483,0.027717,2.531647,1.208428,3167.850,800.000,1.196070,3621.446,8575041.479
0.084836,0.027799,2.536678,1.208967,3167.330,800.000,1.195076,3599.090,8520233.687
0.085188,0.027882,2.541665,1.209506,3166.814,800.000,1.194086,3577.029,8466163.451
0.085541,0.027963,2.546609,1.210043,3166.301,800.000,1.193100,3555.261,8412819.034
0.085893,0.028045,2.551510,1.210579,3165.793,800.000,1.192119,3533.779,8360188.949
0.086246,0.028126,2.556369,1.211114,3165.287,800.000,1.191141,3512.581,8308261.954
0.086598,0.028207,2.561186,1.211648,3164.786,800.000,1.190168,3491.660,8257027.045
0.086951,0.028287,2.565961,1.212180,3164.288,800.000,1.189199,3471.013,8206473.448
0.087303,0.028367,2.570695,1.212711,3163.793,800.000,1.188234,3450.636,8156590.618
0.087656,0.028446,2.575388,1.213240,3163.302,800.000,1.187274,3430.525,8107368.225
0.088008,0.028526,2.580041,1.213767,3162.815,800.000,1.186319,3410.675,8058796.155
0.088361,0.028604,2.584655,1.214292,3162.332,800.000,1.185367,3391.083,8010864.503
0.088713,0.028682,2.589228,1.214815,3161.853,800.000,1.184421,3371.745,7963563.563
0.089066,0.028760,2.593763,1.215336,3161.377,800.000,1.183479,3352.656,7916883.830
0.089418,0.028838,2.598259,1.215855,3160.904,800.000,1.182542,3333.814,7870815.989
