x_m,y_m,Ma,gamma,Taw_K,Twg_K,sigma,hg_W_m2K,qdot_W_m2
0.055940,0.015650,1.234560,1.166824,3262.779,800.000,1.340058,51909.271,127841042.562
0.055961,0.015657,1.237107,1.166825,3262.642,800.000,1.339892,51860.273,127713291.813
0.055981,0.015665,1.239654,1.166826,3262.505,800.000,1.339725,51810.898,127584616.333
0.056001,0.015672,1.242202,1.166827,3262.368,800.000,1.339558,51761.150,127455022.034
0.056022,0.015679,1.244752,1.166828,3262.231,800.000,1.339391,51711.029,127324514.861
0.056022,0.015679,1.244752,1.166828,3262.231,800.000,1.339391,51711.029,127324514.861
0.056374,0.015807,1.285915,1.166852,3259.995,800.000,1.336651,50854.893,125102776.690
0.056727,0.015935,1.322274,1.166882,3257.986,800.000,1.334168,50030.547,122974382.078
0.057079,0.016062,1.355227,1.166920,3256.139,800.000,1.331868,49234.018,120925589.788
0.057432,0.016189,1.385594,1.166964,3254.415,800.000,1.329705,48462.683,118947550.072
0.057784,0.016316,1.413905,1.167016,3252.790,800.000,1.327652,47714.612,117033926.692
0.058137,0.016442,1.440526,1.167075,3251.246,800.000,1.325689,46988.288,115179847.429
0.058489,0.016568,1.465726,1.167142,3249.770,800.000,1.323801,46282.453,113381372.475
0.058842,0.016693,1.489704,1.167215,3248.353,800.000,1.321977,45596.034,111635197.435
0.059194,0.016818,1.512618,1.167296,3246.988,800.000,1.320210,44928.085,109938474.635
0.059547,0.016942,1.534592,1.167385,3245.668,800.000,1.318491,44277.764,108288699.147
0.059899,0.017067,1.555727,1.167480,3244.388,800.000,1.316816,43644.307,106683632.519
0.060252,0.017190,1.576106,1.167584,3243.145,800.000,1.315181,43027.014,105121249.689
0.060604,0.017314,1.595799,1.167694,3241.936,800.000,1.313580,42425.239,103599700.733
0.060957,0.017437,1.614867,1.167812,3240.756,800.000,1.312012,41838.382,102117282.499
0.061309,0.017559,1.633358,1.167937,3239.604,800.000,1.310473,41265.880,100672417.018
0.061662,0.017681,1.651318,1.168070,3238.478,800.000,1.308960,40707.209,99263634.690
0.062014,0.017803,1.668785,1.168210,3237.376,800.000,1.307473,40161.871,97889560.936
0.062367,0.017924,1.685792,1.168358,3236.295,800.000,1.306008,39629.399,96548905.398
